date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:01:54	87439/87439	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-1558f%22	http://eliteadmin.themedesigner.in/demos/bt4/material/table-editable-table.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/table-editable-table.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:01:55	117166/117166	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-1c9ae%22	http://eliteadmin.themedesigner.in/demos/bt4/material/widget-data.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/widget-data.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:01:56	130261/130261	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-1fcd5%22	http://eliteadmin.themedesigner.in/demos/bt4/material/widget-apps.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/widget-apps.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:01:56	105837/105837	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-19d6d%22	http://eliteadmin.themedesigner.in/demos/bt4/material/widget-charts.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/widget-charts.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:01:56	71647/71647	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-117df%22	http://eliteadmin.themedesigner.in/demos/bt4/material/layout-single-column.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/layout-single-column.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:01:57	54697/54697	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-d5a9%22	http://eliteadmin.themedesigner.in/demos/bt4/material/layout-fix-header.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/layout-fix-header.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:01:58	71605/71605	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-117b5%22	http://eliteadmin.themedesigner.in/demos/bt4/material/layout-fix-sidebar.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/layout-fix-sidebar.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:01:58	71618/71618	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-117c2%22	http://eliteadmin.themedesigner.in/demos/bt4/material/layout-fix-header-sidebar.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/layout-fix-header-sidebar.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:01:58	71598/71598	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-117ae%22	http://eliteadmin.themedesigner.in/demos/bt4/material/layout-boxed.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/layout-boxed.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:01:58	71631/71631	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-117cf%22	http://eliteadmin.themedesigner.in/demos/bt4/material/layout-logo-center.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/layout-logo-center.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:01:59	54701/54701	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-d5ad%22	http://eliteadmin.themedesigner.in/demos/bt4/material/starter-kit.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/starter-kit.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:01:59	54697/54697	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-d5a9%22	http://eliteadmin.themedesigner.in/demos/bt4/material/pages-blank.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/pages-blank.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:01:59	7038/7038	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-1b7e%22	http://eliteadmin.themedesigner.in/demos/bt4/material/pages-login-2.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/pages-login-2.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:00	5681/5681	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-1631%22	http://eliteadmin.themedesigner.in/demos/bt4/material/pages-register.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/pages-register.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:00	5764/5764	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-1684%22	http://eliteadmin.themedesigner.in/demos/bt4/material/pages-register2.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/pages-register2.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:00	5902/5902	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-170e%22	http://eliteadmin.themedesigner.in/demos/bt4/material/pages-register3.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/pages-register3.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:00	3910/3910	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-f46%22	http://eliteadmin.themedesigner.in/demos/bt4/material/pages-lockscreen.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/pages-lockscreen.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:01	3828/3828	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-ef4%22	http://eliteadmin.themedesigner.in/demos/bt4/material/pages-recover-password.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/pages-recover-password.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:01	72629/72629	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-11bb5%22	http://eliteadmin.themedesigner.in/demos/bt4/material/pages-profile.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/pages-profile.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:01	67402/67402	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-1074a%22	http://eliteadmin.themedesigner.in/demos/bt4/material/pages-animation.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/pages-animation.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:01	74375/74375	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-12287%22	http://eliteadmin.themedesigner.in/demos/bt4/material/pages-fix-innersidebar.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/pages-fix-innersidebar.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:03	74375/74375	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-12287%22	http://eliteadmin.themedesigner.in/demos/bt4/material/pages-fix-inner-right-sidebar.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/pages-fix-inner-right-sidebar.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:03	60960/60960	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-ee20%22	http://eliteadmin.themedesigner.in/demos/bt4/material/pages-invoice.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/pages-invoice.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:03	59524/59524	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-e884%22	http://eliteadmin.themedesigner.in/demos/bt4/material/pages-treeview.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/pages-treeview.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:04	103660/103660	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-194ec%22	http://eliteadmin.themedesigner.in/demos/bt4/material/pages-utility-classes.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/pages-utility-classes.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:04	59137/59137	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-e701%22	http://eliteadmin.themedesigner.in/demos/bt4/material/pages-search-result.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/pages-search-result.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:04	66773/66773	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-104d5%22	http://eliteadmin.themedesigner.in/demos/bt4/material/pages-scroll.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/pages-scroll.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:06	61795/61795	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-f163%22	http://eliteadmin.themedesigner.in/demos/bt4/material/pages-pricing.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/pages-pricing.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:06	63001/63001	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-f619%22	http://eliteadmin.themedesigner.in/demos/bt4/material/pages-lightbox-popup.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/pages-lightbox-popup.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:06	69096/69096	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-10de8%22	http://eliteadmin.themedesigner.in/demos/bt4/material/pages-gallery.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/pages-gallery.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:07	70257/70257	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-11271%22	http://eliteadmin.themedesigner.in/demos/bt4/material/pages-faq.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/pages-faq.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:07	2509/2509	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-9cd%22	http://eliteadmin.themedesigner.in/demos/bt4/material/pages-error-400.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/pages-error-400.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:07	2518/2518	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-9d6%22	http://eliteadmin.themedesigner.in/demos/bt4/material/pages-error-403.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/pages-error-403.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:08	2509/2509	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-9cd%22	http://eliteadmin.themedesigner.in/demos/bt4/material/pages-error-404.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/pages-error-404.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:08	2500/2500	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-9c4%22	http://eliteadmin.themedesigner.in/demos/bt4/material/pages-error-500.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/pages-error-500.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:08	2517/2517	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-9d5%22	http://eliteadmin.themedesigner.in/demos/bt4/material/pages-error-503.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/pages-error-503.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:08	59408/59408	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-e810%22	http://eliteadmin.themedesigner.in/demos/bt4/material/chart-morris.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/chart-morris.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:09	58991/58991	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-e66f%22	http://eliteadmin.themedesigner.in/demos/bt4/material/chart-chartist.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/chart-chartist.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:09	58085/58085	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-e2e5%22	http://eliteadmin.themedesigner.in/demos/bt4/material/chart-echart.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/chart-echart.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:10	58759/58759	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-e587%22	http://eliteadmin.themedesigner.in/demos/bt4/material/chart-flot.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/chart-flot.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:10	62395/62395	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-f3bb%22	http://eliteadmin.themedesigner.in/demos/bt4/material/chart-knob.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/chart-knob.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:10	57939/57939	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-e253%22	http://eliteadmin.themedesigner.in/demos/bt4/material/chart-chart-js.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/chart-chart-js.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:11	63221/63221	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-f6f5%22	http://eliteadmin.themedesigner.in/demos/bt4/material/chart-sparkline.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/chart-sparkline.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:11	65447/65447	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-ffa7%22	http://eliteadmin.themedesigner.in/demos/bt4/material/chart-extra-chart.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/chart-extra-chart.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:12	61336/61336	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-ef98%22	http://eliteadmin.themedesigner.in/demos/bt4/material/chart-peity.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/chart-peity.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:13	378305/378305	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-5c5c1%22	http://eliteadmin.themedesigner.in/demos/bt4/material/icon-material.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/icon-material.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:13	203890/203890	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-31c72%22	http://eliteadmin.themedesigner.in/demos/bt4/material/icon-fontawesome.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/icon-fontawesome.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:14	101407/101407	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-18c1f%22	http://eliteadmin.themedesigner.in/demos/bt4/material/icon-themify.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/icon-themify.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:14	90643/90643	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-16213%22	http://eliteadmin.themedesigner.in/demos/bt4/material/icon-weather.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/icon-weather.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:15	97651/97651	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-17d73%22	http://eliteadmin.themedesigner.in/demos/bt4/material/icon-simple-lineicon.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/icon-simple-lineicon.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:15	90624/90624	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-16200%22	http://eliteadmin.themedesigner.in/demos/bt4/material/icon-flag.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/icon-flag.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:17	724443/724443	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-b0ddb%22	http://eliteadmin.themedesigner.in/demos/bt4/material/icon-iconmind.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/icon-iconmind.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:17	56703/56703	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-dd7f%22	http://eliteadmin.themedesigner.in/demos/bt4/material/map-google.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/map-google.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:17	56893/56893	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-de3d%22	http://eliteadmin.themedesigner.in/demos/bt4/material/map-vector.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/map-vector.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:19	20122/20122	---M--	200	added ('OK')	image/jpeg	etag:%2260ed8084-4e9a%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/images/news/slide1.jpg	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/assets/images/news/slide1.jpg	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:26	86929/86929	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260ed8084-15391%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/jquery/dist/jquery.min.js	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/jquery/dist/jquery.min.js	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:27	62316/62316	---M--	200	added ('OK')	image/jpeg	etag:%2260ed8084-f36c%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/images/users/6.jpg	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/assets/images/users/6.jpg	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:29	4237/4237	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260ed8085-108d%22	http://eliteadmin.themedesigner.in/demos/bt4/material/dist/js/waves.js	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/dist/js/waves.js	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:29	78151/78151	---M--	200	added ('OK')	image/jpeg	etag:%2260ed8084-13147%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/images/users/5.jpg	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/assets/images/users/5.jpg	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:29	1529/1529	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260ed8085-5f9%22	http://eliteadmin.themedesigner.in/demos/bt4/material/dist/js/sidebarmenu.js	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/dist/js/sidebarmenu.js	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:30	80126/80126	---M--	200	added ('OK')	image/jpeg	etag:%2260ed8084-138fe%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/images/users/7.jpg	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/assets/images/users/7.jpg	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:30	78743/78743	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260ed8084-13397%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/bootstrap/dist/js/bootstrap.bundle.min.js	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/bootstrap/dist/js/bootstrap.bundle.min.js	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:32	66047/66047	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260ed8084-101ff%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/morrisjs/morris.js	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/morrisjs/morris.js	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:33	43247/43247	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260ed8084-a8ef%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/jquery-sparkline/jquery.sparkline.min.js	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/jquery-sparkline/jquery.sparkline.min.js	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:33	9020/9020	---M--	200	added ('OK')	image/jpeg	etag:%2260ed8084-233c%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/images/background/user-info.jpg	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/assets/images/background/user-info.jpg	(from http://eliteadmin.themedesigner.in/demos/bt4/material/dist/css/style.min.css)
13:02:33	93251/93251	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260ed8084-16c43%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/raphael/raphael-min.js	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/raphael/raphael-min.js	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:34	14991/14991	---M--	200	added ('OK')	image/png	etag:%2260ed8084-3a8f%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/images/custom-select.png	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/assets/images/custom-select.png	(from http://eliteadmin.themedesigner.in/demos/bt4/material/dist/css/style.min.css)
13:02:39	53368/53368	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2260ed8085-d078%22	http://eliteadmin.themedesigner.in/demos/bt4/material/dist/css/fonts/Simple-Line-Icons.ttf?-i3a2kk	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/dist/css/fonts/Simple-Line-Icons4c82.ttf	(from http://eliteadmin.themedesigner.in/demos/bt4/material/dist/css/style.min.css)
13:02:40	4910/4910	---MCZ	200	added ('OK')	text/css	etag:W/%2260ed8084-132e%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/toast-master/css/jquery.toast.css	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/toast-master/css/jquery.toast.css	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index.html)
13:02:41	78584/78584	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2260ed8085-132f8%22	http://eliteadmin.themedesigner.in/demos/bt4/material/dist/css/fonts/themify.ttf	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/dist/css/fonts/themify.ttf	(from http://eliteadmin.themedesigner.in/demos/bt4/material/dist/css/style.min.css)
13:02:41	422/422	---MCZ	200	added ('OK')	text/css	etag:W/%2260ed8085-1a6%22	http://eliteadmin.themedesigner.in/demos/bt4/material/dist/css/pages/dashboard1.css	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/dist/css/pages/dashboard1.css	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index.html)
13:02:42	12440/12440	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260ed8084-3098%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/toast-master/js/jquery.toast.js	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/toast-master/js/jquery.toast.js	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index.html)
13:02:43	3806/3806	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260ed8085-ede%22	http://eliteadmin.themedesigner.in/demos/bt4/material/dist/js/dashboard1.js	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/dist/js/dashboard1.js	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index.html)
13:02:43	35652/35652	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260ed8084-8b44%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/morrisjs/morris.min.js	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/morrisjs/morris.min.js	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index.html)
13:02:44	1629/1629	---M--	200	added ('OK')	image/png	etag:%2260ed8084-65d%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/images/logo-light-text.png	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/assets/images/logo-light-text.png	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:55	72937/72937	---M--	200	added ('OK')	image/jpeg	etag:%2260ed8084-11ce9%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/images/users/4.jpg	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/assets/images/users/4.jpg	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:02:56	261388/261388	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2260ed8085-3fd0c%22	http://eliteadmin.themedesigner.in/demos/bt4/material/dist/css/fonts/materialdesignicons-webfont.ttf	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/dist/css/fonts/materialdesignicons-webfont.ttf	(from http://eliteadmin.themedesigner.in/demos/bt4/material/dist/css/style.min.css)
13:02:56	1039/1039	---MCZ	200	added ('OK')	text/css	etag:W/%2260ed8085-40f%22	http://eliteadmin.themedesigner.in/demos/bt4/material/dist/css/pages/login-register-lock.css	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/dist/css/pages/login-register-lock.css	(from http://eliteadmin.themedesigner.in/demos/bt4/material/pages-login.html)
13:02:59	71113/71113	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-115c9%22	http://eliteadmin.themedesigner.in/demos/bt4/material/index2.html	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/index2.html	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index3.html)
13:03:00	516/516	---MCZ	200	added ('OK')	text/css	etag:W/%2260ed8085-204%22	http://eliteadmin.themedesigner.in/demos/bt4/material/dist/css/pages/dashboard4.css	T:/Templates/Elite%20Admin/eliteadmin.themedesigner.in/demos/bt4/material/dist/css/pages/dashboard4.css	(from http://eliteadmin.themedesigner.in/demos/bt4/material/index4.html)
